Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	79286	79426	+	GBJ002_00093	yrzI	YrzI family protein	RefSeq:WP_000668498.1, SO:0001217, UniParc:UPI00016B68BA, UniRef:UniRef100_A0A9X8SNS9, UniRef:UniRef50_J8EG52, UniRef:UniRef90_A0A9W5K820
chromosome	cds	79667	80752	-	GBJ002_00094	perM	AI-2E family transporter	COG:COG0628, COG:R, KEGG:K20469, RefSeq:WP_000837893.1, SO:0001217, UniParc:UPI00027B4440, UniRef:UniRef100_A0A9X6SG37, UniRef:UniRef50_A0A090YNI1, UniRef:UniRef90_A0A090YNI1
chromosome	cds	80902	81723	+	GBJ002_00095		HNH endonuclease 5 domain-containing protein	RefSeq:WP_000189714.1, SO:0001217, UniParc:UPI00016B68BB, UniRef:UniRef100_A0A9W7UR57, UniRef:UniRef50_A0A6L7HK42, UniRef:UniRef90_A0A6L7HK42
chromosome	cds	82240	83352	-	GBJ002_00096	ssuD	FMNH2-dependent alkanesulfonate monooxygenase	COG:COG2141, COG:HR, EC:1.14.14.5, GO:0006790, GO:0008726, GO:0010181, RefSeq:WP_000422254.1, SO:0001217, UniParc:UPI00027B4441, UniRef:UniRef100_A0AB35P8Q0, UniRef:UniRef50_P80645, UniRef:UniRef90_Q81C71
chromosome	cds	83429	84277	-	GBJ002_00097	tauC	ABC transmembrane type-1 domain-containing protein	COG:COG0600, COG:P, RefSeq:WP_000432136.1, SO:0001217, UniParc:UPI00005B4B9D, UniRef:UniRef100_A0A9X6THK7, UniRef:UniRef50_A0A0G8F4W5, UniRef:UniRef90_A0A0G8F4W5
chromosome	cds	84294	85280	-	GBJ002_00098	tauA	Solute-binding protein family 3/N-terminal domain-containing protein	COG:COG0715, COG:P, RefSeq:WP_000276925.1, SO:0001217, UniParc:UPI00005B4A4B, UniRef:UniRef100_A0A9W3XJA7, UniRef:UniRef50_A0A0G8C2H4, UniRef:UniRef90_A0A0G8F4L5
chromosome	cds	85298	86053	-	GBJ002_00099	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	COG:COG1116, COG:P, EC:7.6.2.14, GO:0005524, GO:0005886, GO:0016887, RefSeq:WP_000218583.1, SO:0001217, UniParc:UPI00005B5454, UniRef:UniRef100_A0A9X6THH8, UniRef:UniRef50_P97027, UniRef:UniRef90_Q81P94
chromosome	cds	86235	86747	-	GBJ002_00100		DUF402 domain-containing protein	RefSeq:WP_001037891.1, SO:0001217, UniParc:UPI0001A1C51D, UniRef:UniRef100_A0A9W5QTY4, UniRef:UniRef50_A0A0A8JML2, UniRef:UniRef90_B7IKR2
chromosome	cds	86921	87976	-	GBJ002_00101		Beta-carotene 15,15'-monooxygenase	RefSeq:WP_001103388.1, SO:0001217, UniParc:UPI00005B42E5, UniRef:UniRef100_A0A9X6YFK9, UniRef:UniRef50_A9VJB8, UniRef:UniRef90_A0A1W6WPZ0
chromosome	cds	87989	88462	-	GBJ002_00102	tPR	Tetratrico peptide repeat group 5 domain-containing protein	COG:COG0457, COG:R, RefSeq:WP_000400637.1, SO:0001217, UniParc:UPI00016B6BA5, UniRef:UniRef100_A0A9X6THR0, UniRef:UniRef50_A0A073JXB9, UniRef:UniRef90_Q6HHI1
chromosome	cds	88604	89293	-	GBJ002_00103	coaBC	Phosphopantothenoylcysteine decarboxylase	COG:COG0452, COG:H, RefSeq:WP_000676727.1, SO:0001217, UniParc:UPI00016B6BA6, UniRef:UniRef100_A0A9X7GAW1, UniRef:UniRef50_A0A073KBI3, UniRef:UniRef90_Q6HHI0
chromosome	cds	89309	90112	-	GBJ002_00104	yokD	Aminoglycoside N(3)-acetyltransferase	COG:COG2746, COG:V, EC:2.3.1.81, KEGG:K00662, SO:0001217, UniParc:UPI00016B6BA7, UniRef:UniRef100_A0A9X6SGG2, UniRef:UniRef50_A0A6L7HMJ1, UniRef:UniRef90_A0A9W3SU90
chromosome	cds	90343	90744	-	GBJ002_00105	rimI	N-acetyltransferase	COG:COG0456, COG:J, RefSeq:WP_001053229.1, SO:0001217, UniParc:UPI00005B4387, UniRef:UniRef100_A0A9X6Y7W0, UniRef:UniRef50_J9C1F1, UniRef:UniRef90_A0A9X6Y7W0
chromosome	cds	90801	91739	-	GBJ002_00106		Multidrug resistance efflux transporter family protein	RefSeq:WP_000644598.1, SO:0001217, UniParc:UPI00005B450B, UniRef:UniRef100_A0AB35PAM1, UniRef:UniRef50_Q6HHH4, UniRef:UniRef90_Q6HHH4
chromosome	cds	91810	92331	-	GBJ002_00107		DinB-like domain-containing protein	RefSeq:WP_000653847.1, SO:0001217, UniParc:UPI0001A1C524, UniRef:UniRef100_A0A9Q7N7F1, UniRef:UniRef50_Q63A24, UniRef:UniRef90_B7ILF0
chromosome	cds	92347	92847	-	GBJ002_00108	rimL	N-acetyltransferase domain-containing protein	COG:COG1670, COG:JO, RefSeq:WP_000620322.1, SO:0001217, UniParc:UPI00005B4BB3, UniRef:UniRef100_A0A9W7QRF9, UniRef:UniRef50_A0A9X8SPI7, UniRef:UniRef90_A0A9W5P5W5
chromosome	cds	92881	93426	-	GBJ002_00109	rimL	N-acetyltransferase domain-containing protein	COG:COG1670, COG:JO, RefSeq:WP_001102493.1, SO:0001217, UniParc:UPI00005B5308, UniRef:UniRef100_A0A9X7JB40, UniRef:UniRef50_J8YPW1, UniRef:UniRef90_W8Y4N8
chromosome	cds	93442	94143	-	GBJ002_00110		Polymerase nucleotidyl transferase domain-containing protein	RefSeq:WP_000802430.1, SO:0001217, UniParc:UPI0001A1C526, UniRef:UniRef100_A0A9Q7IXQ0, UniRef:UniRef50_A0A0B4RC03, UniRef:UniRef90_W8Y4L3
chromosome	cds	94160	94843	-	GBJ002_00111	alkD	DNA alkylation repair protein	COG:COG4912, COG:L, RefSeq:WP_000478212.1, SO:0001217, UniParc:UPI0001A1EC8C, UniRef:UniRef100_A0A9X6THT3, UniRef:UniRef50_J8DS83, UniRef:UniRef90_A0A158RJ82
chromosome	cds	95042	95989	-	GBJ002_00112	cysK	Cysteine synthase CysK	RefSeq:WP_000635842.1, SO:0001217, UniParc:UPI0001A1C529, UniRef:UniRef100_A0A9X0W0A4, UniRef:UniRef50_A0A9W3SBL9, UniRef:UniRef90_A0A9W3SBL9
chromosome	cds	96164	96553	-	GBJ002_00113		Prolyl endopeptidase	RefSeq:WP_000800678.1, SO:0001217, UniParc:UPI00016B6BAD, UniRef:UniRef100_A0A9W5QU46, UniRef:UniRef50_Q81C54, UniRef:UniRef90_Q81C54
chromosome	cds	96742	97563	-	GBJ002_00114		Metallo-beta-lactamase domain-containing protein	RefSeq:WP_001067271.1, SO:0001217, UniParc:UPI00016B6BAE, UniRef:UniRef100_A0A9X0W015, UniRef:UniRef50_O31787, UniRef:UniRef90_A0A1W6WP38
chromosome	cds	98271	98501	-	GBJ002_00115		Lipoprotein	RefSeq:WP_001106976.1, SO:0001217, UniParc:UPI00027B4442, UniRef:UniRef100_A0AB35PCK2, UniRef:UniRef50_Q6HHG8, UniRef:UniRef90_Q6HHG8
chromosome	cds	98719	99546	+	GBJ002_00116	pgaB	peptidoglycan-N-acetylglucosamine deacetylase	COG:COG0726, COG:GM, EC:3.5.1.104, GO:0005975, GO:0016810, RefSeq:WP_000551449.1, SO:0001217, UniParc:UPI0001A17CC3, UniRef:UniRef100_A0A9X5VWU2, UniRef:UniRef50_Q81EJ6, UniRef:UniRef90_J9CHB0
chromosome	cds	99588	100013	-	GBJ002_00117	padR	PadR family transcriptional regulator	RefSeq:WP_001010973.1, SO:0001217, UniParc:UPI00016B4104, UniRef:UniRef100_A0A9W3TG97, UniRef:UniRef50_J8YPW6, UniRef:UniRef90_A0A9W5QU08
chromosome	cds	100168	100635	-	GBJ002_00118		HTH tetR-type domain-containing protein	SO:0001217, UniParc:UPI00016B4105, UniRef:UniRef100_B7ILG1, UniRef:UniRef50_A0A1B3XI90, UniRef:UniRef90_J9CHB6
chromosome	cds	100738	100896	+	GBJ002_00119		Multidrug MFS transporter	SO:0001217, UniParc:UPI000188BF53, UniRef:UniRef100_A0A9X0W075, UniRef:UniRef50_A0A9X0W075, UniRef:UniRef90_A0A9X0W075
chromosome	cds	101078	101749	+	GBJ002_00120	terC	TerC family protein	COG:COG0861, COG:P, RefSeq:WP_000346949.1, SO:0001217, UniParc:UPI0001A1EC8E, UniRef:UniRef100_A0AB35PB50, UniRef:UniRef50_M8DMD6, UniRef:UniRef90_A0A2A8WJ79
chromosome	cds	101805	103778	-	GBJ002_00121	mdoB	Lipoteichoic acid synthase 1	COG:COG1368, COG:M, EC:2.7.8.20, KEGG:K19005, RefSeq:WP_000808776.1, SO:0001217, UniParc:UPI00016B4108, UniRef:UniRef100_A0A9Q1VX45, UniRef:UniRef50_O34952, UniRef:UniRef90_A0A9W3X0Q9
chromosome	cds	104296	105921	-	GBJ002_00122	uup	ABC transporter domain-containing protein	COG:COG0488, COG:R, RefSeq:WP_000633860.1, SO:0001217, UniParc:UPI00016B4109, UniRef:UniRef100_A0A150DH17, UniRef:UniRef50_R5Y8E8, UniRef:UniRef90_A0A9W5K7R2
chromosome	cds	106234	109350	-	GBJ002_00123		Membrane transport protein MMPL domain-containing protein	RefSeq:WP_000040247.1, SO:0001217, UniParc:UPI00027B4443, UniRef:UniRef100_A0AB35PDD7, UniRef:UniRef50_A0A165GTA7, UniRef:UniRef90_A0A1C4D0M9
chromosome	cds	109603	110169	-	GBJ002_00124	acrR	HTH tetR-type domain-containing protein	COG:COG1309, COG:K, RefSeq:WP_001107300.1, SO:0001217, UniParc:UPI00016B410B, UniRef:UniRef100_A0A9X6TYF6, UniRef:UniRef50_J7XL63, UniRef:UniRef90_J7XL63
chromosome	cds	110399	111559	-	GBJ002_00125	eis	N-acetyltransferase domain-containing protein	COG:COG4552, COG:R, RefSeq:WP_001102037.1, SO:0001217, UniParc:UPI00027B4444, UniRef:UniRef100_A0AB35PAH6, UniRef:UniRef50_J9C1M3, UniRef:UniRef90_W8YDB2
chromosome	cds	111685	112974	-	GBJ002_00126	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	COG:COG0128, COG:E, EC:2.5.1.19, GO:0003866, GO:0005737, GO:0008652, GO:0009073, GO:0009423, RefSeq:WP_000664636.1, SO:0001217, UniParc:UPI00016B410E, UniRef:UniRef100_B7ILG9, UniRef:UniRef50_Q81P64, UniRef:UniRef90_Q81P64
chromosome	cds	112992	114092	-	GBJ002_00127	tyrA	prephenate dehydrogenase	COG:COG0287, COG:E, EC:1.3.1.12, RefSeq:WP_001228126.1, SO:0001217, UniParc:UPI00016B4404, UniRef:UniRef100_A0A9X6XPG6, UniRef:UniRef50_A0A640LXS0, UniRef:UniRef90_A0A640LXS0
chromosome	cds	114085	115185	-	GBJ002_00128	hisC	histidinol-phosphate transaminase	COG:COG0079, COG:E, EC:2.6.1.9, GO:0000105, GO:0004400, GO:0030170, KEGG:K00817, RefSeq:WP_001197269.1, SO:0001217, UniParc:UPI00016B4405, UniRef:UniRef100_B7ILH1, UniRef:UniRef50_Q81P62, UniRef:UniRef90_Q81P62
chromosome	cds	115204	116376	-	GBJ002_00129	aroC	chorismate synthase	COG:COG0082, COG:E, EC:4.2.3.5, GO:0004107, GO:0005829, GO:0008652, GO:0009073, GO:0009423, GO:0010181, KEGG:K01736, RefSeq:WP_001269426.1, SO:0001217, UniParc:UPI00005B4574, UniRef:UniRef100_A0A9X6THI5, UniRef:UniRef50_Q59803, UniRef:UniRef90_Q81P61
chromosome	ncRNA-region	116430	116649	-			T-box leader	RFAM:RF00230, SO:0000140
chromosome	cds	116659	117735	-	GBJ002_00130	aroGA	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	COG:COG2876, COG:E, EC:2.5.1.54, EC:5.4.99.5, GO:0003824, GO:0009073, GO:0046417, KEGG:K13853, RefSeq:WP_001273573.1, SO:0001217, UniParc:UPI00016B4406, UniRef:UniRef100_A0A9W7URD4, UniRef:UniRef50_P39912, UniRef:UniRef90_A0A084IUN9
chromosome	ncRNA-region	117930	118166	-			T-box leader	RFAM:RF00230, SO:0000140
chromosome	ncRNA-region	118221	118456	-			T-box leader	RFAM:RF00230, SO:0000140
chromosome	cds	118565	122047	-	GBJ002_00131		DUF4020 domain-containing protein	RefSeq:WP_000265191.1, SO:0001217, UniParc:UPI0001A1EE13, UniRef:UniRef100_A0AB35PCI8, UniRef:UniRef50_A9VJE5, UniRef:UniRef90_B7H641
chromosome	cds	122229	122666	+	GBJ002_00132		DUF2512 domain-containing protein	RefSeq:WP_000997702.1, SO:0001217, UniParc:UPI000018E6D8, UniRef:UniRef100_Q81C37, UniRef:UniRef50_B9J478, UniRef:UniRef90_B9J478
chromosome	cds	122816	123346	-	GBJ002_00133	pncA	Isochorismatase-like domain-containing protein	COG:COG1335, COG:HR, EC:2.3.1.82, KEGG:K00663, RefSeq:WP_000709528.1, SO:0001217, UniParc:UPI0001A1EE14, UniRef:UniRef100_A0A9W5VL80, UniRef:UniRef50_J8DI00, UniRef:UniRef90_A0A9W5K7W7
chromosome	cds	123389	123928	-	GBJ002_00134		N-acetyltransferase domain-containing protein	EC:2.3.1.82, KEGG:K00663, RefSeq:WP_000898780.1, SO:0001217, UniParc:UPI00005B4D53, UniRef:UniRef100_A0AB35PA35, UniRef:UniRef50_J9C1N2, UniRef:UniRef90_A0A9W5JKQ4
chromosome	cds	123941	124246	-	GBJ002_00135		YfzA-like protein	RefSeq:WP_000502347.1, SO:0001217, UniParc:UPI0001A1EE15, UniRef:UniRef100_A0AB35PB33, UniRef:UniRef50_A0A6L7H7A9, UniRef:UniRef90_A0A855EFJ7
chromosome	cds	124347	124865	+	GBJ002_00136		Kinase	RefSeq:WP_000070085.1, SO:0001217, UniParc:UPI0001A1ACFF, UniRef:UniRef100_A0AB35PAC7, UniRef:UniRef50_A0A4U2ZVB0, UniRef:UniRef90_A0A1W6WP20
chromosome	cds	125234	126874	-	GBJ002_00137	entB	cell wall-binding protein EntB	SO:0001217, UniRef:UniRef50_Q639Z6, UniRef:UniRef90_A0A9W3JQ03
chromosome	cds	127087	127578	-	GBJ002_00138		Nitroreductase	RefSeq:WP_001071238.1, SO:0001217, UniParc:UPI0002797B82, UniRef:UniRef100_A0A9W3TDR0, UniRef:UniRef50_Q81C31, UniRef:UniRef90_Q81C31
chromosome	cds	128011	128493	+	GBJ002_00139		Group-specific protein	RefSeq:WP_001070897.1, SO:0001217, UniParc:UPI0001A1EE17, UniRef:UniRef100_A0AB35PLK7, UniRef:UniRef50_R8D342, UniRef:UniRef90_B7ILI2
chromosome	cds	128615	128965	+	GBJ002_00140		Short-chain dehydrogenase	RefSeq:WP_003309616.1, SO:0001217, UniParc:UPI0001A1EE18, UniRef:UniRef100_A0AB35PLV1, UniRef:UniRef50_Q81C27, UniRef:UniRef90_Q735Z2
chromosome	cds	129100	129825	-	GBJ002_00141		DUF2332 domain-containing protein	SO:0001217, UniParc:UPI00005B5093, UniRef:UniRef100_A0A9X8C2E0, UniRef:UniRef50_B7ILI4, UniRef:UniRef90_B7ILI4
chromosome	cds	129909	130145	-	GBJ002_00142		DUF2332 domain-containing protein	SO:0001217, UniParc:UPI00005B421E, UniRef:UniRef100_B7ILI5, UniRef:UniRef50_B7ILI5, UniRef:UniRef90_B7ILI5
chromosome	cds	130522	132024	+	GBJ002_00143	mqo	malate:quinone oxidoreductase	COG:COG0579, COG:G, EC:1.1.5.4, GO:0006099, GO:0008924, GO:0047545, KEGG:K00116, RefSeq:WP_000069147.1, SO:0001217, UniParc:UPI00016B4411, UniRef:UniRef100_B7ILI6, UniRef:UniRef50_C5DAE0, UniRef:UniRef90_Q81P44
chromosome	cds	132070	133113	-	GBJ002_00144	lsrB	autoinducer 2 ABC transporter substrate-binding protein LsrB	COG:COG1879, COG:G, EC:7.6.2.-, RefSeq:WP_000823653.1, SO:0001217, UniParc:UPI00016B4412, UniRef:UniRef100_A0A9Q1W3D2, UniRef:UniRef50_A0A6L3V6L5, UniRef:UniRef90_A0A090YXY6
chromosome	cds	133110	134099	-	GBJ002_00145	lsrD	Autoinducer 2 import system permease protein LsrD	COG:COG1172, COG:G, RefSeq:WP_000873533.1, SO:0001217, UniParc:UPI00027B34DF, UniRef:UniRef100_A0AB35PM22, UniRef:UniRef50_A0A654BMI7, UniRef:UniRef90_A0A9X5N486
chromosome	cds	134096	135049	-	GBJ002_00146	lsrC	Autoinducer 2 import system permease protein LsrC	COG:COG1172, COG:G, RefSeq:WP_000827500.1, SO:0001217, UniParc:UPI00027B34E0, UniRef:UniRef100_A0AB35PM56, UniRef:UniRef50_A0A1H9Q678, UniRef:UniRef90_A0A5M9GYS1
chromosome	cds	135046	136527	-	GBJ002_00147	lsrA	Autoinducer 2 import ATP-binding protein LsrA	COG:COG1129, COG:G, RefSeq:WP_000432600.1, SO:0001217, UniParc:UPI00005B45FE, UniRef:UniRef100_A0AB35PPL8, UniRef:UniRef50_A0A0B5NU06, UniRef:UniRef90_A0A0B5NU06
chromosome	cds	136707	137657	+	GBJ002_00148	deoR	Sugar-binding domain-containing protein	COG:COG2390, COG:K, KEGG:K11531, RefSeq:WP_000677766.1, SO:0001217, UniParc:UPI000188BED1, UniRef:UniRef100_A0A9W7URD5, UniRef:UniRef50_J9CGH2, UniRef:UniRef90_J8DUU8
chromosome	cds	137657	139219	+	GBJ002_00149	lsrK	autoinducer-2 kinase	COG:COG1070, COG:G, EC:2.7.1.189, GO:0005975, GO:0009372, GO:0071518, KEGG:K11216, RefSeq:WP_000105712.1, SO:0001217, UniParc:UPI00005B4A3F, UniRef:UniRef100_A0A9W7Q4J9, UniRef:UniRef50_A0A0M6X0A2, UniRef:UniRef90_A0A5M9H0H4
chromosome	cds	139246	139608	+	GBJ002_00150	qdoI	Polyketide synthase CurC	COG:COG1917, COG:R, RefSeq:WP_000909986.1, SO:0001217, UniParc:UPI000018E6EC, UniRef:UniRef100_Q81C18, UniRef:UniRef50_A0A9W3SC00, UniRef:UniRef90_A0A9W3SC00
chromosome	cds	139615	140397	+	GBJ002_00151	lsrF	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	COG:COG1830, COG:G, EC:2.3.1.245, GO:0016829, KEGG:K08321, RefSeq:WP_000219780.1, SO:0001217, UniParc:UPI00005B53CE, UniRef:UniRef100_A0A2A7ZWN5, UniRef:UniRef50_A0A0A0WJU5, UniRef:UniRef90_A0A0A0WJU5
chromosome	cds	140463	141068	+	GBJ002_00152		Chorismate mutase	RefSeq:WP_001253821.1, SO:0001217, UniParc:UPI00005B50FA, UniRef:UniRef100_A0A9W5VL57, UniRef:UniRef50_A0A0K9GXR2, UniRef:UniRef90_A0A2A8UUK6
chromosome	cds	141173	141592	-	GBJ002_00153	gloA	VOC domain-containing protein	COG:COG0346, COG:Q, RefSeq:WP_000773089.1, SO:0001217, UniParc:UPI00016B4725, UniRef:UniRef100_A0A9X6TJB2, UniRef:UniRef50_Q81C16, UniRef:UniRef90_Q81C16
chromosome	cds	141826	142152	-	GBJ002_00154	hmoA	heme-degrading monooxygenase HmoA	BlastRules:WP_000469503, COG:COG2329, COG:H, EC:1.14.99.48, KEGG:K07145, RefSeq:WP_000469498.1, SO:0001217, UniParc:UPI00016B4726, UniRef:UniRef100_A0A9X6TY80, UniRef:UniRef50_A0A2M9MXY7, UniRef:UniRef90_Q81C15
chromosome	cds	142249	143427	-	GBJ002_00155	araJ	Major facilitator superfamily (MFS) profile domain-containing protein	COG:COG2814, COG:G, KEGG:K08217, RefSeq:WP_043333530.1, SO:0001217, UniParc:UPI0005AD5846, UniRef:UniRef100_A0AB35PNX0, UniRef:UniRef50_A0A0G8F546, UniRef:UniRef90_W8YDI4
chromosome	cds	143521	144561	-	GBJ002_00156	arsR	HTH arsR-type domain-containing protein	COG:COG0640, COG:K, RefSeq:WP_000454581.1, SO:0001217, UniParc:UPI00005B4FCE, UniRef:UniRef100_A0AB35PLJ1, UniRef:UniRef50_J8YP71, UniRef:UniRef90_W8YCV5
chromosome	cds	144727	145920	+	GBJ002_00157	nupC	NupC/NupG family nucleoside CNT transporter	COG:COG1972, COG:F, RefSeq:WP_000545489.1, SO:0001217, UniParc:UPI0002797820, UniRef:UniRef100_A0AB35PLT8, UniRef:UniRef50_P42312, UniRef:UniRef90_A0A0G8C1Z5
chromosome	cds	145977	147224	-	GBJ002_00158	proA	glutamate-5-semialdehyde dehydrogenase	EC:1.2.1.41, GO:0004350, GO:0005737, GO:0006561, GO:0016620, GO:0050661, GO:0055129, KEGG:K00147, RefSeq:WP_001006616.1, SO:0001217, UniParc:UPI00016B472A, UniRef:UniRef100_B7ILK1, UniRef:UniRef50_Q97E62, UniRef:UniRef90_B7ILK1
chromosome	cds	147241	148344	-	GBJ002_00159	proB	glutamate 5-kinase	BlastRules:WP_000744711, COG:COG0263, COG:E, EC:2.7.2.11, GO:0003723, GO:0004349, GO:0005524, GO:0005829, GO:0055129, RefSeq:WP_000744738.1, SO:0001217, UniParc:UPI00016B472B, UniRef:UniRef100_B7ILK2, UniRef:UniRef50_Q81P26, UniRef:UniRef90_Q81P26
chromosome	ncRNA-region	148483	148693	-			T-box leader	RFAM:RF00230, SO:0000140
chromosome	cds	149034	149852	+	GBJ002_00160	proC	pyrroline-5-carboxylate reductase	COG:COG0345, COG:E, EC:1.5.1.2, GO:0004735, GO:0006561, KEGG:K00286, RefSeq:WP_000360732.1, SO:0001217, UniParc:UPI00005B4794, UniRef:UniRef100_A0A9X6WQQ4, UniRef:UniRef50_A0A5J6WUT7, UniRef:UniRef90_A0A1C4E2F7
chromosome	cds	150031	151671	-	GBJ002_00161	rocB	Peptidase M20 dimerisation domain-containing protein	COG:COG4187, COG:E, SO:0001217, UniParc:UPI00027B34E1, UniRef:UniRef100_A0AB35PM43, UniRef:UniRef50_C0Z8E2, UniRef:UniRef90_J9BZY4
chromosome	cds	151748	152497	-	GBJ002_00162	iclR	IclR family transcriptional regulator	COG:COG1414, COG:K, RefSeq:WP_000250748.1, SO:0001217, UniParc:UPI00016B472E, UniRef:UniRef100_A0A9X6Y8L3, UniRef:UniRef50_A0A0D5NNP5, UniRef:UniRef90_J8BTR2
chromosome	cds	152765	154189	+	GBJ002_00163	lysP	Amino acid permease/ SLC12A domain-containing protein	COG:COG0833, COG:E, KEGG:K02205, RefSeq:WP_000079997.1, SO:0001217, UniParc:UPI0001A1EE24, UniRef:UniRef100_A0AB35PM38, UniRef:UniRef50_P39137, UniRef:UniRef90_A0A0G8C100
chromosome	cds	154529	154876	+	GBJ002_00164		VOC domain-containing protein	RefSeq:WP_000589588.1, SO:0001217, UniParc:UPI00016B4730, UniRef:UniRef100_A0A9X6V7C6, UniRef:UniRef50_A0A0E4HAK4, UniRef:UniRef90_A0A9W3PGL8
chromosome	cds	155076	156092	-	GBJ002_00165	rtcB	3'-phosphate/5'-hydroxy nucleic acid ligase	COG:COG1690, COG:J, SO:0001217, UniParc:UPI0001A1EF9A, UniRef:UniRef100_A0AB35PJW4, UniRef:UniRef50_A0A0M0WXH5, UniRef:UniRef90_A0A5M9H3R8
chromosome	cds	156089	156262	-	GBJ002_00166		hypothetical protein	SO:0001217, UniParc:UPI0002EB106B, UniRef:UniRef100_A0A9X8C257, UniRef:UniRef50_A0A9X8C257, UniRef:UniRef90_A0A9X8C257
chromosome	cds	156537	157568	-	GBJ002_00167	desA	Delta5 acyl-lipid desaturase	COG:COG3239, COG:I, EC:1.14.19.23, EC:1.14.19.45, KEGG:K10255, RefSeq:WP_000171500.1, SO:0001217, UniParc:UPI0001A1EF9B, UniRef:UniRef100_A0A9Q1ZWX6, UniRef:UniRef50_O34653, UniRef:UniRef90_Q6HHB5
chromosome	cds	157875	160262	-	GBJ002_00168		Immune inhibitor A	COG:COG4412, COG:O, RefSeq:WP_000727453.1, SO:0001217, UniParc:UPI00016B4A33, UniRef:UniRef100_A0A9X6XS61, UniRef:UniRef50_P23382, UniRef:UniRef90_A0A9X5N246
chromosome	cds	160552	161382	-	GBJ002_00169	yoaR	Vancomycin B-type resistance protein vanW	COG:COG2720, COG:V, KEGG:K18346, RefSeq:WP_001028246.1, SO:0001217, UniParc:UPI00016B4A34, UniRef:UniRef100_A0A9X1B071, UniRef:UniRef50_V9H4J7, UniRef:UniRef90_J8HPE1
chromosome	cds	161869	163542	-	GBJ002_00170	phoA	Alkaline phosphatase	COG:COG1785, COG:PR, EC:3.1.3.1, KEGG:K01077, RefSeq:WP_000935910.1, SO:0001217, UniParc:UPI00016B4A35, UniRef:UniRef100_A0A9X6XS80, UniRef:UniRef50_J8YNS3, UniRef:UniRef90_W8Z191
chromosome	cds	163836	164318	+	GBJ002_00171		DUF2975 domain-containing protein	RefSeq:WP_000809121.1, SO:0001217, UniParc:UPI0001A1AEC1, UniRef:UniRef100_A0A9Q1W344, UniRef:UniRef50_Q639W0, UniRef:UniRef90_Q639W0
chromosome	cds	164329	164544	+	GBJ002_00172	yozG	Transcriptional regulator, Cro/CI family	COG:COG3655, COG:K, RefSeq:WP_000974622.1, SO:0001217, UniParc:UPI00016B4A37, UniRef:UniRef100_A0A9Q1W3D9, UniRef:UniRef50_Q8G5V9, UniRef:UniRef90_Q81BZ8
chromosome	cds	164585	164896	-	GBJ002_00173		DUF4064 domain-containing protein	RefSeq:WP_000845550.1, SO:0001217, UniParc:UPI00005B4D83, UniRef:UniRef100_A0A9Q1W3M1, UniRef:UniRef50_A0A6L8P7D7, UniRef:UniRef90_J8YP82
chromosome	cds	165169	165747	-	GBJ002_00174	gph	Phosphoglycolate phosphatase	COG:C, COG:COG0546, RefSeq:WP_001024247.1, SO:0001217, UniParc:UPI0001A1EF9C, UniRef:UniRef100_A0A9X6SLF8, UniRef:UniRef50_W8Z195, UniRef:UniRef90_W8Z195
chromosome	cds	165771	166352	-	GBJ002_00175		kinase	GO:0005524, GO:0016301, RefSeq:WP_000106089.1, SO:0001217, UniParc:UPI00016B4A39, UniRef:UniRef100_A0A9W7Q1J0, UniRef:UniRef50_A0A9X1VE77, UniRef:UniRef90_A0A4U2MPS2
chromosome	cds	166352	166894	-	GBJ002_00176	rimL	Ribosomal-protein-alanine acetyltransferase	COG:COG1670, COG:JO, RefSeq:WP_000506680.1, SO:0001217, UniParc:UPI0001A1EF9D, UniRef:UniRef100_A0A9X6TIZ4, UniRef:UniRef50_Q81BZ4, UniRef:UniRef90_Q81BZ4
chromosome	cds	166909	167292	-	GBJ002_00177	gloA	Lactoylglutathione lyase	COG:COG0346, COG:Q, RefSeq:WP_000364500.1, SO:0001217, UniParc:UPI00005B53DD, UniRef:UniRef100_A0A9Q7N7Z7, UniRef:UniRef50_A0A5C0WFD2, UniRef:UniRef90_Q81BZ3
chromosome	cds	167283	167438	-	GBJ002_00178		hypothetical protein	RefSeq:WP_000042838.1, SO:0001217, UniParc:UPI00016B4A3B, UniRef:UniRef100_A0A9X8GBV0, UniRef:UniRef50_A0A9W3KCX1, UniRef:UniRef90_A0A9W3KCX1
chromosome	cds	167574	167819	+	GBJ002_00179		DNA alkylation repair protein	RefSeq:WP_000433605.1, SO:0001217, UniParc:UPI00005B429F, UniRef:UniRef100_A0A9Q7N7W9, UniRef:UniRef50_A0A059NX50, UniRef:UniRef90_Q81BZ2
chromosome	cds	168364	168891	-	GBJ002_00180		DUF2812 domain-containing protein	RefSeq:WP_000448309.1, SO:0001217, UniParc:UPI00016B4A3C, UniRef:UniRef100_A0A9Q7IWA8, UniRef:UniRef50_Q81BZ1, UniRef:UniRef90_A0A9Q7IWA8
