GBJ002_00001	BTF1_09110
GBJ002_03343	BTF1_03950
GBJ002_03344	BTF1_03945
GBJ002_03345	BTF1_03940
GBJ002_03346	BTF1_03935
GBJ002_03347	BTF1_03930
GBJ002_03348	BTF1_03925
GBJ002_03349	BTF1_03920
GBJ002_03350	BTF1_03915
GBJ002_03351	BTF1_03910
GBJ002_03352	BTF1_03900
GBJ002_03353	BTF1_03895
GBJ002_03354	BTF1_03890
GBJ002_03355	BTF1_03885
GBJ002_03356	BTF1_03880
GBJ002_03357	BTF1_03875
GBJ002_03358	BTF1_03870
GBJ002_03359	BTF1_03865
GBJ002_03360	BTF1_03860
GBJ002_03361	BTF1_03855
GBJ002_03362	BTF1_03845
GBJ002_03363	BTF1_03840
GBJ002_03364	BTF1_03835
GBJ002_03365	BTF1_03830
GBJ002_03366	BTF1_03825
GBJ002_03367	BTF1_03820
GBJ002_03368	BTF1_03815
GBJ002_03369	BTF1_03810
GBJ002_03370	BTF1_03805
GBJ002_03371	BTF1_03800
GBJ002_03372	BTF1_03795
GBJ002_03373	None
GBJ002_03374	BTF1_08645
GBJ002_03375	BTF1_03780
GBJ002_03376	BTF1_03775
GBJ002_03377	BTF1_03770
GBJ002_03378	BTF1_03765
GBJ002_03379	BTF1_03760
GBJ002_03380	BTF1_03755
GBJ002_03381	BTF1_03750
GBJ002_03382	BTF1_03745
GBJ002_03383	BTF1_03740
GBJ002_03384	BTF1_03735
GBJ002_03385	BTF1_03730
GBJ002_03386	BTF1_03725
GBJ002_03387	BTF1_03720
GBJ002_03388	BTF1_03715
GBJ002_03390	BTF1_03705
GBJ002_03391	BTF1_03700
GBJ002_03392	BTF1_03695
GBJ002_03393	BTF1_03690
GBJ002_03394	BTF1_03685
GBJ002_03395	BTF1_03680
GBJ002_03396	None
GBJ002_03397	BTF1_03675
GBJ002_03398	BTF1_03670
GBJ002_03399	BTF1_03665
GBJ002_03400	BTF1_03660
GBJ002_03401	BTF1_03655
GBJ002_03402	BTF1_03650
GBJ002_03403	BTF1_03645
GBJ002_03404	BTF1_03640
GBJ002_03405	BTF1_03635
GBJ002_03406	BTF1_03625
GBJ002_03407	BTF1_03620
GBJ002_03408	BTF1_03615
GBJ002_03409	BTF1_03610
GBJ002_03410	BTF1_03605
GBJ002_03411	BTF1_03600
GBJ002_03412	BTF1_03595
GBJ002_03413	BTF1_03590
GBJ002_03414	BTF1_03585
GBJ002_03415	BTF1_03580
GBJ002_03416	BTF1_03575
GBJ002_03417	BTF1_03570
GBJ002_03418	BTF1_03565
GBJ002_03419	BTF1_03560
GBJ002_03420	BTF1_03555
GBJ002_03421	BTF1_03550
GBJ002_03422	BTF1_03545
GBJ002_03423	BTF1_03540
GBJ002_03424	BTF1_03535
GBJ002_03425	BTF1_03530
GBJ002_03426	BTF1_03525
GBJ002_03427	BTF1_03520
GBJ002_03428	BTF1_03515
GBJ002_03429	BTF1_03510
GBJ002_03430	BTF1_03505
GBJ002_03431	BTF1_03500
GBJ002_03432	BTF1_03495
GBJ002_03433	BTF1_03490
GBJ002_03434	BTF1_03485
GBJ002_03435	BTF1_03480
GBJ002_03436	BTF1_03475
GBJ002_03437	BTF1_03470
GBJ002_03438	BTF1_03465
GBJ002_03439	BTF1_03460
GBJ002_03440	BTF1_03455
GBJ002_03441	BTF1_03450
GBJ002_03442	BTF1_03445
GBJ002_03443	None
GBJ002_03444	BTF1_03440
GBJ002_03445	BTF1_03435
GBJ002_03446	BTF1_03430
GBJ002_03447	BTF1_03425
GBJ002_03448	BTF1_03420
GBJ002_03449	BTF1_03415
GBJ002_03450	BTF1_03410
GBJ002_03451	BTF1_03405
GBJ002_03452	BTF1_03400
GBJ002_03453	BTF1_03395
GBJ002_03454	BTF1_03390
GBJ002_03455	BTF1_03385
GBJ002_03456	BTF1_03380
GBJ002_03457	BTF1_03375
GBJ002_03458	BTF1_03370
GBJ002_03459	BTF1_03365
GBJ002_03460	BTF1_03360
GBJ002_03461	BTF1_03355
GBJ002_03462	BTF1_03350
GBJ002_03463	BTF1_03345
GBJ002_03464	BTF1_03340
GBJ002_03465	BTF1_03335
GBJ002_03466	BTF1_03330
GBJ002_03467	None
GBJ002_03468	BTF1_03320
GBJ002_03469	BTF1_03315
GBJ002_03470	BTF1_03310
GBJ002_03471	BTF1_03305
GBJ002_03472	BTF1_03300
GBJ002_03473	BTF1_03295
GBJ002_03474	BTF1_03290
GBJ002_03475	BTF1_03285
GBJ002_03476	BTF1_03280
GBJ002_03477	BTF1_03275
GBJ002_03478	BTF1_03270
GBJ002_03479	BTF1_03265
GBJ002_03480	BTF1_03260
GBJ002_03481	BTF1_03255
GBJ002_03482	BTF1_03250
GBJ002_03483	BTF1_03245
GBJ002_03484	BTF1_03240
GBJ002_03485	BTF1_03235
GBJ002_03486	BTF1_03230
GBJ002_03487	BTF1_03225
GBJ002_03488	BTF1_03220
GBJ002_03489	BTF1_03215
GBJ002_03490	BTF1_03210
GBJ002_03491	BTF1_03205
GBJ002_03492	BTF1_03200
GBJ002_03493	BTF1_03195
GBJ002_03494	BTF1_03190
GBJ002_03495	BTF1_03185
GBJ002_03496	BTF1_03180
GBJ002_03497	BTF1_03175
GBJ002_03498	BTF1_03170
GBJ002_03499	BTF1_03165
GBJ002_03500	BTF1_03160
GBJ002_03501	BTF1_03155
GBJ002_03502	BTF1_03150
GBJ002_03503	BTF1_03145
GBJ002_03504	BTF1_03140
GBJ002_03505	BTF1_03135
GBJ002_03506	BTF1_03130
GBJ002_03507	BTF1_03125
GBJ002_03508	BTF1_03120
GBJ002_03509	BTF1_03115
GBJ002_03510	BTF1_03110
GBJ002_03511	BTF1_03105
GBJ002_03512	BTF1_03100
GBJ002_03513	BTF1_03095
GBJ002_03514	BTF1_03090
GBJ002_03515	BTF1_03085
GBJ002_03516	BTF1_03080
GBJ002_03517	BTF1_03075
GBJ002_03518	BTF1_03070
GBJ002_03519	BTF1_03065
GBJ002_03520	BTF1_03060
GBJ002_03521	BTF1_03055
GBJ002_03522	BTF1_03050
GBJ002_03523	BTF1_03045
GBJ002_03524	BTF1_03040
GBJ002_03525	BTF1_03035
GBJ002_03526	BTF1_03030
GBJ002_03527	BTF1_03025
GBJ002_03528	BTF1_03020
GBJ002_03529	BTF1_03015
GBJ002_03530	BTF1_03010
GBJ002_03531	BTF1_03005
GBJ002_03532	BTF1_03000
GBJ002_03533	BTF1_02995
GBJ002_03534	BTF1_02990
GBJ002_03535	BTF1_02985
GBJ002_03536	None
GBJ002_03537	BTF1_02980
GBJ002_03538	BTF1_02975
GBJ002_03539	BTF1_02970
GBJ002_03540	BTF1_02965
GBJ002_03541	BTF1_02960
GBJ002_03542	BTF1_02955
GBJ002_03543	BTF1_02950
GBJ002_03544	BTF1_02945
GBJ002_03545	BTF1_02940
GBJ002_03546	BTF1_02935
GBJ002_03547	BTF1_02930
GBJ002_03548	BTF1_02925
GBJ002_03549	BTF1_02920
GBJ002_03550	BTF1_01315
GBJ002_03551	BTF1_01310
GBJ002_03552	BTF1_01305
GBJ002_03553	BTF1_01300
GBJ002_03554	BTF1_01295
GBJ002_03555	BTF1_01290
GBJ002_03556	BTF1_01285
GBJ002_03557	BTF1_01280
GBJ002_03558	BTF1_01270
GBJ002_03559	BTF1_01265
GBJ002_03560	BTF1_01260
GBJ002_03561	BTF1_01255
GBJ002_03562	BTF1_01250
GBJ002_03563	BTF1_01245
GBJ002_03564	BTF1_01240
GBJ002_03565	BTF1_01235
GBJ002_03566	BTF1_01230
GBJ002_03567	BTF1_01225
GBJ002_03568	BTF1_01220
GBJ002_03569	BTF1_01215
GBJ002_03570	BTF1_01210
GBJ002_03571	BTF1_01205
GBJ002_03572	BTF1_01200
GBJ002_03573	BTF1_01195
GBJ002_03574	BTF1_01190
GBJ002_03575	BTF1_01185
GBJ002_03576	BTF1_01180
GBJ002_03577	BTF1_01175
GBJ002_03578	BTF1_01170
GBJ002_03579	BTF1_01165
GBJ002_03580	BTF1_01160
GBJ002_03581	BTF1_01155
GBJ002_03582	BTF1_01150
GBJ002_03583	BTF1_01145
GBJ002_03584	BTF1_01140
GBJ002_03585	BTF1_01135
GBJ002_03586	BTF1_01130
GBJ002_03587	BTF1_01125
GBJ002_03588	BTF1_01120
GBJ002_03589	BTF1_01115
GBJ002_03590	BTF1_01110
GBJ002_03591	BTF1_01105
GBJ002_03592	BTF1_01100
GBJ002_03593	BTF1_01095
GBJ002_03594	BTF1_01090
GBJ002_03595	BTF1_01085
GBJ002_03596	BTF1_01080
GBJ002_03597	BTF1_01075
GBJ002_03598	BTF1_01070
GBJ002_03599	BTF1_01065
GBJ002_03600	BTF1_01060
GBJ002_03601	BTF1_01055
GBJ002_03602	BTF1_01050
GBJ002_03603	BTF1_01045
GBJ002_03604	BTF1_01040
GBJ002_03605	BTF1_01035
GBJ002_03606	BTF1_01030
GBJ002_03607	BTF1_01025
GBJ002_03608	BTF1_01020
GBJ002_03609	BTF1_01015
GBJ002_03610	BTF1_01010
GBJ002_03611	BTF1_01005
GBJ002_03612	BTF1_01000
GBJ002_03613	BTF1_00995
GBJ002_03614	BTF1_00990
GBJ002_03615	BTF1_00985
GBJ002_03616	BTF1_00980
GBJ002_03617	BTF1_00975
GBJ002_03618	BTF1_00970
GBJ002_03619	BTF1_00965
GBJ002_03620	BTF1_00960
GBJ002_03621	BTF1_00955
GBJ002_03622	BTF1_00950
GBJ002_03623	BTF1_00945
GBJ002_03624	BTF1_00940
GBJ002_03625	BTF1_00935
GBJ002_03626	BTF1_00930
GBJ002_03627	BTF1_00925
GBJ002_03628	BTF1_00920
GBJ002_03629	BTF1_00915
GBJ002_03630	BTF1_00905
GBJ002_03631	BTF1_10115
GBJ002_03632	BTF1_00890
GBJ002_03633	BTF1_00885
GBJ002_03634	BTF1_00880
GBJ002_03635	BTF1_00875
GBJ002_03636	BTF1_00870
GBJ002_03637	BTF1_00865
GBJ002_03638	BTF1_00860
GBJ002_03639	BTF1_00855
GBJ002_03640	BTF1_00850
GBJ002_03641	BTF1_00845
GBJ002_03642	BTF1_00840
GBJ002_03643	BTF1_00835
GBJ002_03644	BTF1_00830
GBJ002_03645	BTF1_00825
GBJ002_03646	BTF1_00820
GBJ002_03647	BTF1_00815
GBJ002_03648	BTF1_00810
GBJ002_03649	BTF1_00805
GBJ002_03650	BTF1_00800
GBJ002_03651	BTF1_00795
GBJ002_03652	BTF1_00790
GBJ002_03653	BTF1_00785
GBJ002_03654	BTF1_00780
GBJ002_03655	BTF1_00775
GBJ002_03656	BTF1_00770
GBJ002_03657	BTF1_00765
GBJ002_03658	BTF1_00760
GBJ002_03659	BTF1_00755
GBJ002_03660	BTF1_00750
GBJ002_03661	BTF1_00745
GBJ002_03662	BTF1_00740
GBJ002_03663	BTF1_00735
GBJ002_03664	BTF1_00730
GBJ002_03665	BTF1_00725
GBJ002_03666	BTF1_00720
GBJ002_03667	BTF1_00715
GBJ002_03668	BTF1_00710
GBJ002_03669	BTF1_00705
GBJ002_03670	BTF1_00700
GBJ002_03671	BTF1_00695
GBJ002_03672	BTF1_00690
GBJ002_03673	BTF1_00685
GBJ002_03674	BTF1_00680
GBJ002_03675	BTF1_00675
GBJ002_03676	BTF1_00670
GBJ002_03677	BTF1_00665
GBJ002_03678	BTF1_00660
GBJ002_03679	None
GBJ002_03680	BTF1_00655
GBJ002_03681	BTF1_00650
GBJ002_03682	BTF1_00645
GBJ002_03683	BTF1_00640
GBJ002_03684	BTF1_00635
GBJ002_03685	BTF1_07765
GBJ002_03686	BTF1_07765
GBJ002_03687	BTF1_00620
GBJ002_03688	BTF1_00615
GBJ002_03689	BTF1_00610
GBJ002_03690	BTF1_00605
GBJ002_03691	BTF1_00600
GBJ002_03692	BTF1_00595
GBJ002_03693	BTF1_00590
GBJ002_03694	BTF1_00585
GBJ002_03695	BTF1_00580
GBJ002_03696	BTF1_00575
GBJ002_03697	BTF1_00570
GBJ002_03698	BTF1_00565
GBJ002_03699	BTF1_00560
GBJ002_03700	BTF1_00555
GBJ002_03701	BTF1_00550
GBJ002_03702	BTF1_00545
GBJ002_03703	BTF1_00540
GBJ002_03704	BTF1_00535
GBJ002_03705	BTF1_00530
GBJ002_03706	BTF1_00525
GBJ002_03707	BTF1_00520
GBJ002_03708	BTF1_00515
GBJ002_03709	BTF1_00510
GBJ002_03710	BTF1_00505
GBJ002_03711	BTF1_00500
GBJ002_03712	BTF1_00495
GBJ002_03713	BTF1_00490
GBJ002_03714	BTF1_00485
GBJ002_03715	BTF1_00480
GBJ002_03716	BTF1_00475
GBJ002_03717	BTF1_00470
GBJ002_03718	BTF1_00465
GBJ002_03719	BTF1_00460
GBJ002_03720	BTF1_00455
GBJ002_03721	BTF1_00450
GBJ002_03722	BTF1_00445
GBJ002_03723	BTF1_00440
GBJ002_03725	BTF1_00435
GBJ002_03726	BTF1_00430
GBJ002_03727	BTF1_00425
GBJ002_03728	BTF1_00420
GBJ002_03729	BTF1_00415
GBJ002_03738	BTF1_25780
GBJ002_03739	BTF1_25775
GBJ002_03740	BTF1_25770
GBJ002_03741	BTF1_25765
GBJ002_03742	BTF1_25760
GBJ002_03743	BTF1_25755
GBJ002_03744	BTF1_25750
GBJ002_03745	BTF1_25745
GBJ002_03746	BTF1_25740
GBJ002_03747	BTF1_25735
GBJ002_03748	BTF1_25730
GBJ002_03749	BTF1_25725
GBJ002_03750	BTF1_25720
GBJ002_03751	BTF1_25715
GBJ002_03752	BTF1_25710
GBJ002_03753	BTF1_25705
GBJ002_03754	BTF1_25700
GBJ002_03755	BTF1_25695
GBJ002_03756	BTF1_25690
GBJ002_03757	BTF1_25685
GBJ002_03758	BTF1_25680
GBJ002_03759	BTF1_25675
GBJ002_03760	BTF1_25670
GBJ002_03761	BTF1_25665
GBJ002_03762	BTF1_25660
GBJ002_03763	BTF1_25655
GBJ002_03764	BTF1_25650
GBJ002_03765	BTF1_25645
GBJ002_03766	BTF1_25640
GBJ002_03767	BTF1_25635
GBJ002_03768	BTF1_25630
GBJ002_03769	BTF1_25625
GBJ002_03770	BTF1_25620
GBJ002_03771	BTF1_25615
GBJ002_03772	BTF1_25610
GBJ002_03773	BTF1_25605
GBJ002_03774	BTF1_25600
GBJ002_03775	BTF1_25595
GBJ002_03776	BTF1_25590
GBJ002_03777	BTF1_25585
GBJ002_03778	BTF1_25580
GBJ002_03779	BTF1_25575
GBJ002_03780	BTF1_25570
GBJ002_03781	BTF1_25565
GBJ002_03782	BTF1_25560
GBJ002_03783	BTF1_25555
GBJ002_03784	BTF1_25550
GBJ002_03785	BTF1_25545
GBJ002_03786	BTF1_25540
GBJ002_03787	BTF1_25535
GBJ002_03788	BTF1_25530
GBJ002_03789	BTF1_25525
GBJ002_03790	BTF1_25520
GBJ002_03791	BTF1_25515
GBJ002_03792	BTF1_25510
GBJ002_03793	BTF1_25505
GBJ002_03794	BTF1_25500
GBJ002_03795	BTF1_25495
GBJ002_03796	BTF1_25490
GBJ002_03797	BTF1_25485
GBJ002_03798	BTF1_25480
GBJ002_03799	BTF1_25475
GBJ002_03800	BTF1_25470
GBJ002_03801	BTF1_25465
GBJ002_03802	BTF1_25460
GBJ002_03803	BTF1_25455
GBJ002_03804	BTF1_25450
GBJ002_03805	BTF1_25445
GBJ002_03806	BTF1_25440
GBJ002_03807	BTF1_25435
GBJ002_03808	BTF1_25430
GBJ002_03809	BTF1_25425
GBJ002_03810	BTF1_25420
GBJ002_03811	BTF1_25415
GBJ002_03812	BTF1_25410
GBJ002_03813	BTF1_25405
GBJ002_03814	BTF1_25400
GBJ002_03815	BTF1_25395
GBJ002_03816	BTF1_25390
GBJ002_03817	BTF1_25385
GBJ002_03818	BTF1_25380
GBJ002_03819	BTF1_25375
GBJ002_03820	BTF1_25370
GBJ002_03821	BTF1_25365
GBJ002_03822	BTF1_25360
GBJ002_03823	BTF1_25355
GBJ002_03824	BTF1_25345
GBJ002_03825	BTF1_25340
GBJ002_03826	BTF1_25335
GBJ002_03827	BTF1_25330
GBJ002_03828	BTF1_25325
GBJ002_03829	BTF1_25320
GBJ002_03830	BTF1_25315
GBJ002_03831	BTF1_25310
GBJ002_03832	BTF1_25305
GBJ002_03833	BTF1_25300
GBJ002_03834	BTF1_25295
GBJ002_03835	BTF1_25290
GBJ002_03836	None
GBJ002_03837	BTF1_25285
GBJ002_03838	BTF1_25280
GBJ002_03839	BTF1_25275
GBJ002_03840	BTF1_25270
GBJ002_03841	BTF1_25265
GBJ002_03842	BTF1_25260
GBJ002_03843	BTF1_25255
GBJ002_03844	BTF1_25250
GBJ002_03845	BTF1_25245
GBJ002_03846	BTF1_25240
GBJ002_03847	BTF1_25235
GBJ002_03848	BTF1_25230
GBJ002_03849	BTF1_25225
GBJ002_03850	BTF1_25220
GBJ002_03851	BTF1_25215
GBJ002_03852	BTF1_25210
GBJ002_03853	BTF1_25205
GBJ002_03854	BTF1_25200
GBJ002_03855	BTF1_25195
GBJ002_03856	BTF1_25190
GBJ002_03857	BTF1_25185
GBJ002_03858	BTF1_25180
GBJ002_03859	BTF1_25175
GBJ002_03860	BTF1_25170
GBJ002_03861	BTF1_25165
GBJ002_03862	BTF1_25160
GBJ002_03863	BTF1_25155
GBJ002_03864	BTF1_25150
GBJ002_03865	BTF1_25140
GBJ002_03866	BTF1_25135
GBJ002_03867	BTF1_25130
GBJ002_03868	BTF1_25125
GBJ002_03869	BTF1_25120
GBJ002_03870	BTF1_25115
GBJ002_03871	BTF1_25110
GBJ002_03872	BTF1_25105
GBJ002_03873	BTF1_25100
GBJ002_03874	BTF1_25095
GBJ002_03875	BTF1_25090
GBJ002_03876	BTF1_25085
GBJ002_03877	BTF1_25080
GBJ002_03878	BTF1_25075
GBJ002_03879	BTF1_25065
GBJ002_03880	BTF1_25060
GBJ002_03881	BTF1_25055
GBJ002_03882	BTF1_25050
GBJ002_03883	BTF1_25045
GBJ002_03884	BTF1_25040
GBJ002_03885	BTF1_25035
GBJ002_03886	BTF1_25030
GBJ002_03887	BTF1_25025
GBJ002_03888	BTF1_25020
GBJ002_03889	BTF1_25015
GBJ002_03890	BTF1_25010
GBJ002_03899	BTF1_01320
GBJ002_03900	BTF1_01325
GBJ002_03901	BTF1_01330
GBJ002_03902	BTF1_01335
GBJ002_03903	BTF1_01340
GBJ002_03904	BTF1_01345
GBJ002_03905	BTF1_01350
GBJ002_03906	BTF1_01355
GBJ002_03907	BTF1_01360
GBJ002_03908	BTF1_01365
GBJ002_03909	BTF1_01370
GBJ002_03910	BTF1_01375
GBJ002_03911	BTF1_01380
GBJ002_03912	BTF1_01385
GBJ002_03913	BTF1_01390
GBJ002_03914	BTF1_01395
GBJ002_03915	BTF1_01400
GBJ002_03916	None
GBJ002_03917	BTF1_01405
GBJ002_03918	BTF1_01410
GBJ002_03919	BTF1_01415
GBJ002_03920	BTF1_01420
GBJ002_03921	BTF1_01425
GBJ002_03922	BTF1_01430
GBJ002_03923	BTF1_01435
GBJ002_03924	BTF1_01440
GBJ002_03925	BTF1_01445
GBJ002_03926	BTF1_01450
GBJ002_03927	BTF1_01455
GBJ002_03928	BTF1_01460
GBJ002_03929	BTF1_01465
GBJ002_03930	BTF1_01470
GBJ002_03931	BTF1_01475
GBJ002_03932	BTF1_01480
GBJ002_03933	BTF1_01485
GBJ002_03934	BTF1_01490
GBJ002_03935	BTF1_01495
GBJ002_03936	BTF1_01500
GBJ002_03937	BTF1_01505
GBJ002_03938	BTF1_01510
GBJ002_03939	BTF1_01515
GBJ002_03940	BTF1_01525
GBJ002_03941	BTF1_01530
GBJ002_03942	BTF1_01535
GBJ002_03943	BTF1_01540
GBJ002_03944	BTF1_01545
GBJ002_03945	BTF1_01550
GBJ002_03946	BTF1_01555
GBJ002_03947	BTF1_01560
GBJ002_03948	BTF1_01565
GBJ002_03949	BTF1_01570
GBJ002_03950	BTF1_01575
GBJ002_03951	BTF1_01580
GBJ002_03952	BTF1_01585
GBJ002_03953	BTF1_01590
GBJ002_03954	BTF1_01595
GBJ002_03955	BTF1_01600
GBJ002_03956	BTF1_01605
GBJ002_03957	BTF1_01610
GBJ002_03958	BTF1_01615
GBJ002_03959	BTF1_01620
GBJ002_03960	BTF1_01625
GBJ002_03961	BTF1_01630
GBJ002_03962	BTF1_01635
GBJ002_03963	BTF1_01640
GBJ002_03964	BTF1_01645
GBJ002_03965	BTF1_01650
GBJ002_03966	BTF1_01655
GBJ002_03967	BTF1_01660
GBJ002_03968	BTF1_01665
GBJ002_03969	BTF1_01670
GBJ002_03970	BTF1_01675
GBJ002_03971	BTF1_01680
GBJ002_03972	BTF1_01685
GBJ002_03973	BTF1_01690
GBJ002_03974	BTF1_01695
GBJ002_03975	BTF1_01700
GBJ002_03976	BTF1_01705
GBJ002_03977	BTF1_01710
GBJ002_03978	BTF1_01715
GBJ002_03979	BTF1_01720
GBJ002_03980	BTF1_01725
GBJ002_03981	BTF1_01730
GBJ002_03982	BTF1_01735
GBJ002_03983	BTF1_01740
GBJ002_03984	BTF1_01745
GBJ002_03985	BTF1_01750
GBJ002_03986	BTF1_01755
GBJ002_03987	BTF1_01760
GBJ002_03988	BTF1_01765
GBJ002_03989	BTF1_01770
GBJ002_03990	BTF1_01775
GBJ002_03991	BTF1_01780
GBJ002_03992	BTF1_01785
GBJ002_03993	BTF1_01790
GBJ002_03994	BTF1_01795
GBJ002_03995	BTF1_01800
GBJ002_03996	BTF1_01805
GBJ002_03997	BTF1_01810
GBJ002_03998	BTF1_01815
GBJ002_03999	BTF1_01820
GBJ002_04000	BTF1_01825
GBJ002_04001	BTF1_01830
GBJ002_04002	BTF1_01835
GBJ002_04003	BTF1_01840
GBJ002_04004	BTF1_01845
GBJ002_04005	BTF1_01850
GBJ002_04006	BTF1_01855
GBJ002_04007	BTF1_01860
GBJ002_04008	BTF1_01865
GBJ002_04009	BTF1_01870
GBJ002_04010	BTF1_01875
GBJ002_04011	BTF1_01880
GBJ002_04012	BTF1_01885
GBJ002_04013	BTF1_01890
GBJ002_04014	BTF1_01895
GBJ002_04015	BTF1_01900
GBJ002_04016	BTF1_01905
GBJ002_04017	BTF1_01910
GBJ002_04018	BTF1_01915
GBJ002_04019	BTF1_01920
GBJ002_04020	BTF1_01925
GBJ002_04021	BTF1_01930
GBJ002_04022	BTF1_01935
GBJ002_04023	BTF1_01940
GBJ002_04024	BTF1_01945
GBJ002_04025	BTF1_01950
GBJ002_04026	BTF1_01955
GBJ002_04027	BTF1_01960
GBJ002_04028	BTF1_01965
GBJ002_04029	BTF1_01970
GBJ002_04030	BTF1_01975
GBJ002_04031	BTF1_01980
GBJ002_04032	BTF1_01985
GBJ002_04033	BTF1_01990
GBJ002_04034	BTF1_01995
GBJ002_04035	BTF1_02000
GBJ002_04036	BTF1_02005
GBJ002_04037	BTF1_02010
GBJ002_04038	BTF1_02015
GBJ002_04039	BTF1_02020
GBJ002_04040	BTF1_02020
GBJ002_04041	BTF1_02025
GBJ002_04042	BTF1_02030
GBJ002_04043	BTF1_02035
GBJ002_04044	BTF1_02040
GBJ002_04045	BTF1_02045
GBJ002_04046	BTF1_02050
GBJ002_04047	BTF1_02055
GBJ002_04048	BTF1_02060
GBJ002_04049	BTF1_02065
GBJ002_04050	BTF1_02070
GBJ002_04051	BTF1_02075
GBJ002_04052	BTF1_02080
GBJ002_04053	BTF1_02085
GBJ002_04054	BTF1_02090
GBJ002_04055	BTF1_02095
GBJ002_04056	BTF1_02100
GBJ002_04057	BTF1_02105
GBJ002_04058	BTF1_02110
GBJ002_04059	BTF1_02115
GBJ002_04060	BTF1_02120
GBJ002_04061	BTF1_02125
GBJ002_04062	BTF1_02130
GBJ002_04063	BTF1_02135
GBJ002_04064	BTF1_27815
GBJ002_04065	BTF1_27820
GBJ002_04066	BTF1_27825
GBJ002_04067	BTF1_27830
GBJ002_04068	BTF1_27835
GBJ002_04069	BTF1_27840
GBJ002_04070	BTF1_27850
GBJ002_04071	BTF1_27855
GBJ002_04072	BTF1_27865
GBJ002_04073	BTF1_27870
GBJ002_04074	BTF1_27875
GBJ002_04075	BTF1_27880
GBJ002_04076	BTF1_27885
GBJ002_04077	BTF1_27890
GBJ002_04078	BTF1_27895
GBJ002_04079	BTF1_27900
GBJ002_04080	BTF1_27905
GBJ002_04081	BTF1_27910
GBJ002_04082	BTF1_27915
GBJ002_04083	BTF1_27920
GBJ002_04084	BTF1_27925
GBJ002_04085	BTF1_27930
GBJ002_04086	BTF1_27935
GBJ002_04087	BTF1_27940
GBJ002_04088	BTF1_27945
GBJ002_04089	BTF1_27950
GBJ002_04090	BTF1_27955
GBJ002_04091	BTF1_27960
GBJ002_04092	BTF1_27965
GBJ002_04093	BTF1_27970
GBJ002_04094	BTF1_27975
GBJ002_04095	BTF1_27980
GBJ002_04096	BTF1_27985
GBJ002_04097	BTF1_27990
GBJ002_04098	BTF1_27995
GBJ002_04099	BTF1_28000
GBJ002_04100	BTF1_28005
GBJ002_04101	BTF1_28010
GBJ002_04102	BTF1_28015
GBJ002_04103	BTF1_28020
GBJ002_04104	BTF1_28025
GBJ002_04105	BTF1_28030
GBJ002_04106	BTF1_28035
GBJ002_04107	BTF1_28040
GBJ002_04108	BTF1_28045
GBJ002_04109	BTF1_28050
GBJ002_04110	BTF1_28055
GBJ002_04111	BTF1_28060
GBJ002_04112	BTF1_28065
GBJ002_04113	BTF1_28070
GBJ002_04114	BTF1_28075
GBJ002_04115	BTF1_28080
GBJ002_04116	BTF1_28085
GBJ002_04117	BTF1_28090
GBJ002_04118	BTF1_28095
GBJ002_04119	BTF1_28100
GBJ002_04120	BTF1_28105
GBJ002_04121	BTF1_00005
GBJ002_04122	BTF1_00010
GBJ002_04123	BTF1_00015
GBJ002_04124	BTF1_00020
GBJ002_04125	BTF1_00025
GBJ002_04126	BTF1_00030
GBJ002_04127	BTF1_00035
GBJ002_04128	BTF1_00040
GBJ002_04129	BTF1_00045
GBJ002_04130	BTF1_00050
GBJ002_04131	BTF1_00055
GBJ002_04132	BTF1_00060
GBJ002_04133	BTF1_00065
GBJ002_04134	BTF1_00075
GBJ002_04135	BTF1_00080
GBJ002_04136	BTF1_00085
GBJ002_04137	BTF1_00090
GBJ002_04138	BTF1_00095
GBJ002_04139	BTF1_00100
GBJ002_04140	BTF1_00105
GBJ002_04141	BTF1_00110
GBJ002_04142	BTF1_00115
GBJ002_04143	BTF1_00120
GBJ002_04144	BTF1_00125
GBJ002_04145	BTF1_00130
GBJ002_04146	BTF1_00135
GBJ002_04147	BTF1_00140
GBJ002_04148	BTF1_00145
GBJ002_04149	BTF1_00150
GBJ002_04150	BTF1_00155
GBJ002_04151	BTF1_00160
GBJ002_04152	BTF1_00165
GBJ002_04153	BTF1_00170
GBJ002_04154	BTF1_00175
GBJ002_04155	BTF1_00180
GBJ002_04156	BTF1_00185
GBJ002_04157	BTF1_00190
GBJ002_04158	BTF1_00195
GBJ002_04159	BTF1_00200
GBJ002_04160	BTF1_00205
GBJ002_04161	BTF1_00210
GBJ002_04162	BTF1_00215
GBJ002_04163	BTF1_00220
GBJ002_04164	BTF1_00225
GBJ002_04165	BTF1_00230
GBJ002_04166	BTF1_00235
GBJ002_04167	BTF1_00240
GBJ002_04168	BTF1_00245
GBJ002_04169	BTF1_00250
GBJ002_04170	BTF1_00255
GBJ002_04171	BTF1_00260
GBJ002_04172	BTF1_00265
GBJ002_04173	BTF1_00270
GBJ002_04174	BTF1_00275
GBJ002_04175	BTF1_00280
GBJ002_04176	BTF1_00285
GBJ002_04177	BTF1_00290
GBJ002_04178	BTF1_00295
GBJ002_04179	BTF1_00300
GBJ002_04180	BTF1_00305
GBJ002_04181	BTF1_00310
GBJ002_04182	BTF1_00315
GBJ002_04183	BTF1_00320
GBJ002_04184	BTF1_00325
GBJ002_04185	BTF1_00330
